Acceleration,Ballcontrol,Finishing,GKdiving,Aggression,POS
64,62,36,13,64,MID
55,52,18,7,80,MID
69,70,45,7,62,MID
52,62,30,7,61,MID
40,23,14,60,20,GK
68,60,65,12,59,MID
72,56,14,13,47,MID
56,57,50,10,45,MID
54,59,31,7,64,MID
63,50,21,8,63,MID
51,60,50,15,66,MID
65,63,41,12,69,MID
64,67,37,13,64,MID
66,59,44,11,64,MID
35,16,10,64,36,GK
49,22,14,60,30,GK
61,56,27,9,66,MID
56,62,30,11,81,MID
66,55,36,14,61,MID
65,68,54,8,49,MID
66,66,51,10,58,MID
62,62,38,14,68,MID
51,62,38,10,68,MID
67,64,40,9,67,MID
54,56,33,16,71,MID
58,67,41,14,80,MID
72,53,31,15,71,MID
70,61,63,16,59,MID
67,47,36,12,46,MID
67,59,32,11,66,MID
55,29,23,12,71,MID
65,64,35,13,61,MID
73,62,36,7,66,MID
22,16,8,66,20,GK
63,46,26,7,65,MID
75,65,44,5,54,MID
44,24,12,68,23,GK
63,69,41,12,49,MID
71,62,62,11,65,MID
36,13,6,63,19,GK
43,21,18,63,32,GK
53,60,42,7,62,MID
68,64,39,15,73,MID
53,33,24,6,64,MID
57,51,27,10,65,MID
59,53,26,8,56,MID
67,63,49,12,68,MID
30,26,18,64,21,GK
65,54,37,16,57,MID
65,64,33,10,55,MID
54,56,28,7,66,MID
70,65,45,12,60,MID
61,51,18,16,54,MID
74,66,26,9,76,MID
64,59,30,10,70,MID
65,58,30,9,67,MID
64,55,20,9,55,MID
65,20,14,65,25,GK
73,68,38,7,59,MID
73,64,32,12,55,MID
42,24,13,64,27,GK
61,65,53,10,68,MID
32,16,5,64,25,GK
35,21,16,64,35,GK
61,67,41,12,77,MID
69,62,35,8,67,MID
61,59,23,7,73,MID
52,51,41,8,58,MID
73,67,57,13,55,MID
67,54,24,7,71,MID
27,14,6,63,21,GK
64,62,35,12,59,MID
60,60,52,14,60,MID
41,23,7,62,33,GK
59,62,41,7,63,MID
65,69,32,10,40,MID
45,12,19,64,24,GK
69,65,33,13,56,MID
74,55,31,11,90,MID
15,19,8,64,28,GK
56,64,46,14,54,MID
73,64,54,9,64,MID
65,50,25,6,65,MID
47,16,18,63,25,GK
72,58,27,7,64,MID
74,54,34,14,63,MID
68,58,20,13,69,MID
68,63,50,10,68,MID
72,52,34,14,59,MID
68,60,28,10,64,MID
75,62,58,13,30,MID
58,62,47,12,76,MID
51,45,33,10,81,MID
69,66,45,6,64,MID
63,69,55,15,56,MID
61,41,29,6,64,MID
67,58,38,10,80,MID
60,51,34,7,65,MID
69,68,46,9,72,MID
72,62,42,10,60,MID
56,32,11,61,36,GK
70,44,28,14,69,MID
63,57,32,12,59,MID
66,58,17,10,63,MID
59,50,23,11,51,MID
52,63,52,12,50,MID
66,64,59,7,70,MID
58,54,26,8,60,MID
71,60,37,12,66,MID
55,40,22,14,60,MID
73,56,29,12,70,MID
33,15,11,61,22,GK
64,62,46,14,55,MID
55,58,27,15,52,MID
42,21,13,66,23,GK
71,57,25,7,46,MID
55,23,20,65,17,GK
41,20,18,61,21,GK
70,60,38,10,59,MID
62,41,20,7,56,MID
71,54,48,8,61,MID
60,34,21,13,66,MID
68,70,53,11,47,MID
72,58,36,6,56,MID
60,64,36,8,63,MID
29,25,11,64,32,GK
51,48,30,9,49,MID
63,52,46,9,83,MID
55,65,54,16,82,MID
66,58,45,16,78,MID
53,38,21,7,62,MID
60,22,21,68,33,GK
71,61,50,11,63,MID
69,58,32,11,56,MID
73,64,46,9,60,MID
52,58,60,10,64,MID
66,63,40,11,64,MID
75,45,31,6,54,MID
69,59,58,12,53,MID
60,65,49,12,43,MID
65,59,38,7,63,MID
47,20,18,64,17,GK
52,51,26,6,58,MID
69,51,39,6,67,MID
54,43,18,6,61,MID
58,60,38,6,67,MID
60,62,55,13,72,MID
57,54,34,10,69,MID
63,38,26,8,51,MID
59,66,33,12,59,MID
65,53,60,10,67,MID
66,63,48,10,71,MID
75,60,22,15,64,MID
58,61,56,10,49,MID
56,54,27,10,57,MID
70,51,27,8,75,MID
22,14,7,68,27,GK
57,43,26,5,55,MID
58,60,45,14,77,MID
55,21,10,62,23,GK
57,50,21,8,51,MID
72,62,60,6,57,MID
70,60,27,9,66,MID
41,17,9,66,21,GK
68,58,42,8,67,MID
63,54,22,9,68,MID
40,24,14,62,20,GK
56,41,25,15,63,MID
64,57,42,14,81,MID
73,63,62,8,67,MID
66,64,37,8,63,MID
19,12,8,61,20,GK
62,66,34,10,57,MID
63,27,24,15,67,MID
70,51,49,13,61,MID
45,17,15,67,15,GK
52,57,58,11,45,MID
71,63,48,16,73,MID
61,52,28,10,59,MID
69,65,30,6,60,MID
61,61,29,11,64,MID
67,60,45,13,69,MID
21,23,8,67,39,GK
68,67,48,8,54,MID
75,61,54,8,70,MID
63,54,29,15,54,MID
40,38,17,62,38,GK
59,57,29,9,63,MID
65,56,23,12,51,MID
66,61,24,12,69,MID
23,15,11,64,17,GK
49,26,17,68,19,GK
54,66,37,8,62,MID
73,59,26,10,49,MID
64,62,58,7,60,MID
39,17,13,63,22,GK
64,63,41,14,69,MID
67,63,55,7,54,MID
65,59,47,13,63,MID
64,57,38,12,67,MID
51,49,24,9,82,MID
68,57,45,9,65,MID
52,58,30,9,54,MID
63,66,53,12,53,MID
75,63,39,7,67,MID
62,63,55,8,41,MID
62,45,32,7,66,MID
74,59,45,11,35,MID
54,68,39,7,54,MID
53,60,37,12,68,MID
71,61,32,13,60,MID
71,53,39,9,66,MID
72,60,29,10,65,MID
74,59,33,15,60,MID
69,53,20,12,60,MID
66,63,55,7,85,MID
75,63,46,13,55,MID
67,40,27,6,63,MID
74,55,27,8,55,MID
37,26,14,64,21,GK
25,13,15,64,19,GK
56,63,26,10,62,MID
73,61,30,9,64,MID
43,18,11,63,25,GK
71,58,32,14,62,MID
50,56,34,8,67,MID
71,68,59,14,63,MID
54,29,20,10,55,MID
47,19,17,65,19,GK
52,61,31,9,81,MID
71,55,42,6,76,MID
62,68,41,13,58,MID
47,25,11,67,18,GK
60,51,23,11,58,MID
71,52,31,15,58,MID
46,32,9,65,21,GK
60,61,39,13,77,MID
72,60,27,12,49,MID
51,46,21,10,62,MID
69,72,46,8,62,MID
58,61,56,10,49,MID
54,60,40,8,70,MID
59,50,24,13,52,MID
32,23,13,64,37,GK
16,13,8,63,26,GK
41,22,12,64,16,GK
46,30,18,65,23,GK
62,51,33,15,58,MID
68,58,42,8,67,MID
58,62,30,8,52,MID
55,26,17,65,19,GK
49,23,17,67,23,GK
51,58,46,16,75,MID
39,11,5,65,18,GK
71,67,51,10,39,MID
55,57,51,12,65,MID
62,64,45,10,60,MID
74,60,61,9,49,MID
64,63,58,12,43,MID
74,64,49,15,70,MID
63,45,35,16,79,MID
66,52,45,9,90,MID
73,63,40,6,37,MID
24,11,5,63,24,GK
59,42,21,14,53,MID
75,55,51,12,70,MID
39,14,9,64,26,GK
57,39,23,9,60,MID
71,42,29,14,85,MID
67,60,34,8,62,MID
46,24,18,62,25,GK
47,21,13,63,24,GK
74,63,52,7,55,MID
74,61,42,10,60,MID
64,59,20,13,61,MID
73,55,38,11,65,MID
73,54,32,11,62,MID
66,66,56,12,47,MID
72,55,25,7,70,MID
72,60,36,11,67,MID
67,46,23,10,69,MID
71,45,48,7,73,MID
71,53,27,14,59,MID
65,50,28,13,53,MID
49,29,15,61,20,GK
69,54,29,12,56,MID
75,45,32,7,64,MID
62,54,19,7,55,MID
51,54,31,10,67,MID
62,51,37,10,73,MID
58,74,57,12,50,MID
64,65,52,12,63,MID
66,59,35,11,65,MID
52,52,35,16,65,MID
73,59,35,12,71,MID
62,33,18,10,58,MID
68,55,32,4,46,MID
47,15,11,62,21,GK
75,61,24,12,60,MID
71,63,45,7,59,MID
49,20,17,63,21,GK
58,59,24,14,48,MID
64,61,57,10,70,MID
56,43,15,12,55,MID
55,45,28,7,59,MID
74,57,32,15,59,MID
73,67,51,8,45,MID
73,65,60,16,60,MID
67,61,28,10,49,MID
75,59,29,12,58,MID
50,64,55,6,73,MID
59,44,35,7,61,MID
33,11,9,64,22,GK
59,55,29,12,63,MID
75,66,50,14,58,MID
36,16,8,64,24,GK
35,21,16,63,16,GK
71,65,63,14,46,MID
68,59,40,15,64,MID
64,62,49,13,65,MID
72,61,48,14,68,MID
58,55,28,8,61,MID
58,18,12,64,44,GK
56,54,33,12,55,MID
73,59,58,13,59,MID
64,56,40,13,81,MID
67,65,51,8,68,MID
53,40,21,11,58,MID
42,19,15,65,22,GK
65,64,43,9,62,MID
75,62,20,12,61,MID
41,25,14,61,22,GK
59,61,42,7,69,MID
46,20,17,64,23,GK
55,46,42,6,68,MID
71,61,50,6,66,MID
47,21,17,63,16,GK
72,65,36,15,59,MID
69,64,54,9,44,MID
75,64,35,16,65,MID
69,63,57,9,64,MID
67,72,65,7,56,MID
63,59,45,8,53,MID
69,63,55,9,60,MID
57,49,24,12,76,MID
67,62,31,15,62,MID
73,64,29,16,59,MID
65,57,52,14,62,MID
73,60,58,16,72,MID
56,65,55,12,52,MID
56,52,26,12,55,MID
27,26,9,65,31,GK
52,62,30,14,52,MID
66,61,35,13,56,MID
64,60,34,14,66,MID
65,64,51,7,51,MID
53,48,26,14,46,MID
67,65,42,7,49,MID
44,21,9,68,31,GK
65,66,25,8,54,MID
50,54,23,9,58,MID
73,63,47,8,55,MID
34,13,9,63,19,GK
65,67,44,6,50,MID
65,58,34,7,61,MID
54,56,35,7,71,MID
74,55,59,9,64,MID
65,57,59,16,47,MID
63,33,19,13,61,MID
69,61,32,8,57,MID
64,69,33,9,63,MID
66,64,58,6,65,MID
66,50,17,14,64,MID
47,24,18,63,22,GK
60,42,21,68,33,GK
55,22,18,62,38,GK
65,54,18,15,75,MID
28,19,18,64,20,GK
67,58,35,14,56,MID
71,44,28,14,47,MID
69,63,60,6,52,MID
61,62,41,16,65,MID
69,58,31,14,63,MID
39,20,12,65,24,GK
72,58,28,10,72,MID
57,57,39,9,70,MID
53,58,42,13,66,MID
64,62,30,12,60,MID
63,62,48,14,67,MID
71,63,40,14,48,MID
72,58,27,7,64,MID
61,55,29,6,69,MID
53,47,27,11,59,MID
51,52,20,10,77,MID
55,29,12,63,17,GK
55,42,26,13,56,MID
66,62,48,8,73,MID
42,29,17,67,41,GK
66,64,28,16,65,MID
40,23,14,64,27,GK
61,64,55,9,64,MID
60,65,55,11,70,MID
68,59,33,8,60,MID
55,56,44,13,71,MID
70,58,27,11,72,MID
64,50,27,12,60,MID
53,52,45,11,63,MID
57,63,47,12,62,MID
62,44,37,12,62,MID
62,50,30,13,66,MID
53,35,26,10,50,MID
41,22,13,65,22,GK
54,20,16,73,20,GK
60,37,31,9,50,MID
69,67,51,8,57,MID
62,51,23,9,70,MID
65,56,63,10,66,MID
65,66,37,8,76,MID
63,65,40,5,65,MID
62,40,24,15,63,MID
63,52,46,9,83,MID
62,64,63,6,72,MID
69,64,36,12,58,MID
35,26,14,63,27,GK
68,45,26,10,59,MID
53,43,23,12,69,MID
63,45,22,10,62,MID
72,55,28,11,67,MID
72,68,57,15,65,MID
65,54,29,10,56,MID
42,19,14,66,13,GK
48,18,12,62,36,GK
63,45,23,11,71,MID
40,22,12,62,37,GK
48,24,9,63,25,GK
68,63,30,13,68,MID
73,57,36,7,82,MID
69,66,57,6,51,MID
74,67,60,6,47,MID
66,59,39,13,67,MID
67,61,58,6,74,MID
44,21,18,63,19,GK
65,56,25,10,70,MID
64,67,34,13,75,MID
44,22,12,63,24,GK
71,62,54,8,64,MID
67,58,48,14,52,MID
51,63,52,13,75,MID
68,65,44,7,69,MID
67,54,52,6,66,MID
68,59,63,15,77,MID
57,60,47,8,57,MID
63,53,22,12,67,MID
71,57,24,11,75,MID
57,59,29,14,60,MID
58,48,27,10,63,MID
74,62,35,15,55,MID
70,65,56,13,70,MID
68,42,25,7,67,MID
67,65,51,8,68,MID
75,58,28,5,65,MID
63,51,21,7,49,MID
67,53,21,9,48,MID
72,60,64,12,53,MID
69,66,56,7,49,MID
58,67,56,11,61,MID
73,65,68,14,69,MID
44,17,14,65,31,GK
71,63,56,11,40,MID
75,62,32,13,60,MID
51,22,14,63,28,GK
63,50,22,10,60,MID
39,17,7,61,39,GK
66,56,26,9,50,MID
72,58,31,6,63,MID
50,46,22,8,64,MID
64,53,45,15,68,MID
44,24,13,64,21,GK
53,42,30,8,66,MID
64,59,29,9,62,MID
54,19,14,63,45,GK
30,17,6,64,24,GK
65,51,24,15,52,MID
62,63,64,14,74,MID
71,61,60,13,59,MID
68,63,43,13,46,MID
51,32,16,66,28,GK
74,64,65,9,36,MID
71,62,37,10,65,MID
30,15,13,63,46,GK
69,55,18,9,67,MID
58,52,32,9,73,MID
65,62,51,10,63,MID
52,56,33,15,68,MID
68,64,44,13,82,MID
68,63,59,6,62,MID
68,62,53,6,30,MID
63,64,55,12,46,MID
66,40,27,12,56,MID
67,63,59,10,40,MID
55,34,13,61,39,GK
75,64,49,15,69,MID
61,51,19,15,65,MID
71,67,60,7,58,MID
54,58,53,10,73,MID
67,51,34,9,65,MID
17,15,8,64,17,GK
75,65,22,15,58,MID
57,50,44,7,65,MID
54,66,41,9,70,MID
28,16,12,61,25,GK
54,65,41,14,72,MID
69,59,47,9,72,MID
64,61,57,10,70,MID
57,54,31,8,60,MID
64,60,32,10,51,MID
16,15,9,64,20,GK
60,36,23,9,60,MID
66,70,28,5,71,MID
54,59,44,13,75,MID
59,53,32,9,73,MID
48,19,10,63,44,GK
73,59,30,9,50,MID
62,53,26,6,59,MID
65,58,30,7,60,MID
60,52,25,8,60,MID
59,66,61,11,67,MID
40,23,16,63,20,GK
55,49,39,12,68,MID
68,62,54,14,62,MID
65,60,38,8,70,MID
74,61,45,7,53,MID
74,56,53,11,53,MID
28,23,11,64,20,GK
63,57,32,10,64,MID
67,63,24,9,70,MID
57,60,52,11,74,MID
61,62,61,9,51,MID
71,64,32,9,55,MID
62,50,31,14,54,MID
55,64,46,12,74,MID
75,58,53,9,57,MID
54,69,53,14,41,MID
42,25,10,68,12,GK
69,66,39,11,65,MID
57,54,38,13,63,MID
67,57,33,11,70,MID
66,62,51,6,54,MID
75,65,46,14,64,MID
37,23,12,68,37,GK
21,13,10,61,24,GK
67,36,43,13,59,MID
67,62,55,11,63,MID
65,52,21,12,63,MID
50,19,13,62,32,GK
42,22,20,63,25,GK
39,13,8,61,18,GK
20,11,7,62,19,GK
65,56,25,8,51,MID
54,44,31,13,62,MID
63,56,39,9,71,MID
60,62,55,7,65,MID
53,54,29,6,69,MID
21,18,7,63,21,GK
68,59,43,13,61,MID
61,44,39,8,55,MID
48,22,15,65,26,GK
66,56,22,8,62,MID
73,65,38,6,58,MID
68,66,28,11,62,MID
65,65,46,12,63,MID
61,43,22,5,51,MID
54,60,50,13,58,MID
52,53,28,15,60,MID
65,50,35,12,57,MID
16,14,6,65,18,GK
51,37,25,8,57,MID
72,58,42,12,50,MID
70,59,32,7,76,MID
60,42,24,12,60,MID
66,47,33,13,58,MID
53,25,13,61,38,GK
63,58,47,8,57,MID
68,62,34,14,62,MID
66,58,53,10,63,MID
66,65,30,8,68,MID
75,45,23,14,58,MID
59,49,26,14,65,MID
65,48,36,10,57,MID
57,64,51,9,49,MID
16,13,8,64,23,GK
71,67,49,14,65,MID
71,53,37,8,60,MID
74,64,29,13,42,MID
70,55,39,7,81,MID
31,15,13,65,27,GK
59,60,45,5,67,MID
57,23,12,64,40,GK
64,67,57,7,44,MID
67,60,49,12,85,MID
67,58,30,12,61,MID
73,53,48,10,68,MID
66,68,45,5,48,MID
59,46,18,10,62,MID
39,18,17,64,34,GK
73,55,30,9,65,MID
71,59,29,15,71,MID
65,54,24,6,63,MID
63,46,31,13,70,MID
51,58,26,6,81,MID
68,63,41,15,61,MID
53,67,41,18,66,MID
62,47,32,13,52,MID
59,60,50,12,58,MID
75,64,62,12,54,MID
52,39,22,9,61,MID
57,69,57,7,51,MID
59,62,59,9,63,MID
57,62,50,16,54,MID
67,42,21,5,57,MID
62,50,14,8,64,MID
65,63,43,9,76,MID
38,22,13,67,19,GK
68,45,27,7,58,MID
36,22,10,61,29,GK
68,63,54,8,66,MID
65,59,29,8,55,MID
62,60,38,12,64,MID
69,61,43,10,56,MID
64,53,52,11,65,MID
72,56,45,15,54,MID
64,57,28,6,63,MID
63,51,29,13,64,MID
75,45,27,8,58,MID
31,16,12,61,35,GK
64,54,33,10,66,MID
42,22,16,65,32,GK
71,51,48,13,52,MID
45,24,17,62,18,GK
62,55,21,12,51,MID
64,57,39,8,76,MID
40,23,11,65,22,GK
72,62,27,14,46,MID
60,54,48,10,64,MID
56,35,18,11,55,MID
63,68,58,7,58,MID
73,56,26,8,65,MID
59,45,35,5,64,MID
69,57,27,9,60,MID
64,63,34,14,60,MID
66,52,36,8,61,MID
65,54,42,12,70,MID
70,57,42,13,57,MID
46,20,18,64,22,GK
34,36,19,63,36,GK
57,63,36,10,58,MID
40,16,14,67,19,GK
34,20,11,63,22,GK
55,49,27,13,63,MID
67,60,32,9,72,MID
66,54,70,10,59,MID
48,16,19,62,21,GK
52,23,19,61,21,GK
64,59,36,12,64,MID
68,67,65,9,59,MID
62,53,44,11,53,MID
24,11,8,71,18,GK
33,16,8,63,26,GK
64,61,58,11,70,MID
37,19,13,64,25,GK
69,61,39,14,61,MID
63,51,34,10,63,MID
66,57,32,14,51,MID
49,23,12,64,23,GK
71,55,25,10,50,MID
70,60,53,10,56,MID
34,28,11,64,25,GK
26,13,17,60,20,GK
48,19,13,62,17,GK
58,58,22,12,66,MID
73,66,54,14,60,MID
75,65,53,11,57,MID
61,61,30,12,58,MID
59,65,46,11,63,MID
54,45,20,11,59,MID
73,65,53,16,57,MID
66,55,31,6,71,MID
70,58,24,6,60,MID
65,57,26,7,63,MID
62,51,28,11,63,MID
60,59,21,14,72,MID
66,64,50,14,52,MID
68,65,46,12,57,MID
52,55,39,9,61,MID
69,49,24,7,44,MID
61,62,27,12,59,MID
62,64,55,9,72,MID
69,58,24,15,76,MID
30,18,14,64,35,GK
42,22,11,61,35,GK
28,21,12,61,23,GK
66,59,54,11,60,MID
71,56,53,10,59,MID
68,61,60,13,46,MID
69,60,55,12,61,MID
60,61,39,8,65,MID
62,59,22,14,63,MID
63,64,58,15,41,MID
59,66,18,12,57,MID
52,57,42,8,63,MID
45,23,5,65,16,GK
52,23,7,65,35,GK
65,61,24,7,55,MID
65,61,34,7,60,MID
50,46,20,15,65,MID
73,58,42,6,48,MID
74,58,34,14,50,MID
65,62,60,13,56,MID
67,65,55,13,44,MID
63,59,43,10,68,MID
45,20,18,66,20,GK
58,41,17,10,59,MID
62,64,49,10,61,MID
75,62,53,7,50,MID
59,65,54,8,66,MID
64,58,34,13,63,MID
62,46,30,10,80,MID
57,60,52,9,59,MID
39,36,14,63,20,GK
40,20,10,66,20,GK
75,58,26,14,67,MID
44,24,19,64,27,GK
68,63,53,7,61,MID
66,54,70,10,59,MID
73,61,39,13,65,MID
22,15,8,63,26,GK
55,43,23,9,54,MID
59,60,55,15,75,MID
64,63,39,10,72,MID
58,66,38,8,60,MID
66,49,21,10,55,MID
60,54,35,11,85,MID
45,23,13,63,20,GK
73,58,22,8,54,MID
63,55,22,11,63,MID
17,17,7,64,21,GK
30,19,6,67,25,GK
74,63,49,14,72,MID
74,63,48,8,68,MID
43,18,14,62,24,GK
40,25,17,63,23,GK
70,63,42,14,71,MID
58,64,48,13,65,MID
75,67,35,13,62,MID
35,17,10,60,28,GK
62,60,27,9,80,MID
73,37,42,12,64,MID
66,64,55,10,69,MID
53,45,29,15,68,MID
36,25,9,60,25,GK
65,51,14,15,73,MID
73,53,26,12,70,MID
53,52,35,8,41,MID
69,62,41,13,69,MID
65,30,12,11,80,MID
55,23,17,62,27,GK
72,59,36,14,56,MID
70,59,46,13,74,MID
72,66,42,9,67,MID
71,71,42,10,47,MID
66,49,31,7,57,MID
68,42,19,9,59,MID
50,22,17,60,31,GK
70,58,51,8,60,MID
69,60,41,8,63,MID
55,46,27,10,52,MID
15,10,8,62,28,GK
72,60,50,6,58,MID
75,63,55,7,48,MID
70,58,41,9,49,MID
67,60,32,8,62,MID
68,61,39,14,72,MID
31,17,12,64,36,GK
58,52,31,9,54,MID
30,17,7,63,18,GK
70,63,44,13,64,MID
69,54,54,13,59,MID
64,60,41,10,70,MID
56,56,36,15,62,MID
49,11,13,62,23,GK
68,62,30,13,52,MID
32,18,7,65,26,GK
69,66,29,14,61,MID
66,58,41,12,41,MID
66,58,49,11,79,MID
62,52,25,1,58,MID
74,60,22,9,71,MID
72,57,47,12,65,MID
20,19,8,63,13,GK
70,41,28,9,52,MID
66,52,34,12,78,MID
72,66,44,15,55,MID
63,64,57,1,66,MID
71,48,26,15,52,MID
61,60,53,6,65,MID
61,65,38,10,71,MID
51,50,32,16,63,MID
74,60,40,11,60,MID
63,65,41,14,64,MID
52,62,23,5,63,MID
72,66,35,10,71,MID
52,44,17,10,66,MID
58,59,43,8,70,MID
61,55,36,8,60,MID
47,20,14,65,16,GK
20,11,7,65,31,GK
62,48,25,6,61,MID
60,63,59,12,65,MID
69,52,50,15,60,MID
70,62,51,15,61,MID
55,35,19,8,74,MID
51,55,46,7,62,MID
62,69,39,10,61,MID
53,65,58,7,55,MID
33,20,7,62,39,GK
74,63,48,7,63,MID
42,19,12,62,26,GK
58,62,34,15,62,MID
48,18,11,68,31,GK
57,67,40,12,61,MID
56,63,33,8,63,MID
60,62,35,6,78,MID
66,49,18,7,43,MID
73,47,24,8,69,MID
62,54,35,15,70,MID
24,19,8,67,22,GK
67,66,48,14,63,MID
19,15,7,65,22,GK
32,19,9,63,21,GK
67,48,22,15,56,MID
63,67,58,12,65,MID
69,62,58,15,78,MID
65,67,37,6,67,MID
66,54,27,12,49,MID
35,19,13,60,24,GK
72,56,28,15,62,MID
66,62,56,1,76,MID
53,52,21,13,66,MID
50,59,45,8,65,MID
68,52,30,7,57,MID
28,35,16,64,31,GK
38,19,13,63,20,GK
67,62,71,16,40,MID
68,62,41,11,58,MID
55,18,13,62,41,GK
43,27,13,64,19,GK
74,64,45,12,68,MID
63,50,33,16,56,MID
53,40,29,12,75,MID
67,65,41,7,68,MID
47,17,16,62,20,GK
60,56,27,26,53,MID
62,44,30,6,73,MID
71,43,25,8,63,MID
56,35,25,11,53,MID
67,63,56,14,47,MID
59,16,16,66,21,GK
16,15,7,64,22,GK
21,19,12,63,25,GK
52,37,24,12,66,MID
53,44,17,12,57,MID
64,50,34,8,65,MID
71,58,42,9,49,MID
71,56,30,9,66,MID
52,73,46,4,38,MID
59,63,41,11,67,MID
53,18,13,61,38,GK
46,34,7,65,19,GK
67,62,34,11,60,MID
64,67,47,9,48,MID
65,61,31,9,65,MID
65,63,44,7,72,MID
58,54,21,9,68,MID
53,50,25,11,45,MID
72,55,30,9,56,MID
57,51,27,12,49,MID
59,60,41,15,64,MID
64,61,28,11,65,MID
42,16,18,63,28,GK
63,44,31,12,58,MID
67,63,54,14,54,MID
35,21,6,66,22,GK
51,14,12,61,33,GK
70,62,49,16,62,MID
47,28,17,65,19,GK
63,64,34,1,63,MID
66,62,49,13,58,MID
65,64,31,9,68,MID
52,46,23,8,73,MID
48,19,18,62,16,GK
64,49,22,10,73,MID
62,63,47,7,54,MID
53,59,42,16,56,MID
43,15,18,64,27,GK
33,22,15,64,26,GK
59,53,29,10,58,MID
74,49,17,14,56,MID
42,25,11,63,18,GK
38,17,17,64,68,GK
56,37,23,13,43,MID
64,45,21,6,62,MID
53,67,41,18,66,MID
61,42,18,8,50,MID
70,57,37,9,68,MID
74,64,56,7,57,MID
71,61,30,9,56,MID
56,56,33,9,65,MID
69,42,32,6,60,MID
66,65,44,6,67,MID
68,62,55,12,43,MID
67,55,35,10,55,MID
74,65,55,12,67,MID
32,21,11,64,24,GK
71,63,45,10,70,MID
51,66,45,16,60,MID
50,63,50,6,69,MID
54,45,27,13,68,MID
66,54,45,8,55,MID
65,45,22,5,64,MID
54,42,33,8,56,MID
41,15,12,60,21,GK
51,36,21,14,62,MID
61,64,44,11,53,MID
64,30,19,15,62,MID
70,64,52,6,39,MID
74,54,41,9,69,MID
60,57,28,15,59,MID
65,61,41,13,61,MID
64,50,30,7,57,MID
68,50,24,7,56,MID
55,66,49,15,55,MID
65,48,23,11,50,MID
72,63,50,16,89,MID
65,53,30,13,53,MID
53,60,36,10,58,MID
48,15,13,62,21,GK
74,66,43,10,44,MID
25,23,14,63,26,GK
70,60,45,9,79,MID
54,19,11,61,24,GK
41,12,15,61,32,GK
59,67,41,8,61,MID
73,60,26,9,59,MID
63,61,30,5,54,MID
68,52,25,10,60,MID
21,13,9,67,14,GK
51,21,20,62,21,GK
48,21,17,65,24,GK
63,64,43,6,62,MID
68,65,60,8,48,MID
60,50,28,15,58,MID
64,60,37,15,71,MID
66,58,33,10,58,MID
68,53,43,13,59,MID
75,64,28,11,55,MID
66,49,21,14,59,MID
67,63,36,12,58,MID
72,32,18,10,70,MID
59,59,35,11,58,MID
61,55,34,8,65,MID
68,62,43,11,63,MID
64,48,22,12,85,MID
67,64,49,9,43,MID
64,65,36,5,54,MID
74,58,45,8,47,MID
71,61,37,13,65,MID
73,54,50,11,59,MID
72,58,44,12,61,MID
66,62,50,16,63,MID
56,63,51,14,64,MID
51,29,22,7,57,MID
62,59,33,8,45,MID
51,66,33,15,71,MID
54,53,25,13,66,MID
61,55,23,14,44,MID
61,58,41,5,60,MID
75,64,23,9,59,MID
23,17,15,61,21,GK
50,46,25,14,69,MID
31,12,18,68,23,GK
60,52,33,8,79,MID
68,57,23,9,40,MID
70,54,22,15,59,MID
61,63,34,5,62,MID
70,60,53,10,74,MID
69,59,52,11,63,MID
53,62,47,16,80,MID
67,63,35,7,62,MID
41,17,17,65,41,GK
67,53,31,10,58,MID
69,61,52,16,36,MID
53,55,32,12,74,MID
42,22,11,64,23,GK
66,65,35,6,64,MID
41,24,13,61,21,GK
42,18,12,62,33,GK
29,20,11,61,21,GK
61,55,38,13,66,MID
66,64,50,13,48,MID
64,58,45,10,66,MID
58,63,51,12,49,MID
66,63,48,7,50,MID
71,56,31,8,61,MID
51,52,24,9,68,MID
66,63,24,13,67,MID
50,63,50,8,48,MID
67,61,33,13,55,MID
60,65,52,15,44,MID
60,62,48,13,42,MID
69,42,26,13,51,MID
64,55,26,6,66,MID
55,59,20,7,44,MID
41,18,13,62,31,GK
61,40,18,11,55,MID
30,17,10,60,19,GK
40,20,19,61,19,GK
64,48,34,9,57,MID
57,58,60,12,77,MID
74,55,48,8,50,MID
52,42,25,15,67,MID
68,64,47,14,53,MID
53,61,17,7,50,MID
52,38,22,5,53,MID
57,60,54,13,52,MID
67,59,45,9,60,MID
52,47,32,7,59,MID
57,64,43,12,53,MID
66,62,49,7,38,MID
54,29,12,62,38,GK
58,45,32,9,60,MID
65,64,55,8,58,MID
58,52,45,9,76,MID
65,42,22,9,50,MID
75,47,30,13,53,MID
32,10,5,60,25,GK
62,45,24,8,61,MID
22,14,5,60,25,GK
61,62,24,7,71,MID
55,40,25,10,58,MID
61,57,43,8,62,MID
60,67,31,14,52,MID
72,60,45,9,52,MID
53,63,34,7,68,MID
73,56,24,9,54,MID
72,51,22,14,52,MID
74,62,54,5,52,MID
66,51,26,12,54,MID
72,62,45,6,57,MID
54,44,15,9,57,MID
64,37,27,14,50,MID
63,69,56,8,46,MID
73,38,31,10,67,MID
52,41,23,13,53,MID
70,62,56,8,61,MID
69,61,51,13,38,MID
63,62,49,10,61,MID
38,17,15,62,18,GK
64,41,25,8,73,MID
61,33,24,14,47,MID
62,49,18,10,54,MID
44,15,10,62,37,GK
68,65,36,12,59,MID
67,55,27,8,52,MID
64,52,41,14,47,MID
